drug,target,value,fold
298,75,6.2,2
298,76,6.6,1
298,79,6.4,5
298,80,6.3,5
298,81,5.8,4
298,83,6.0,5
298,84,7.0,2
298,85,7.0,4
298,87,5.8,4
298,89,6.9,3
298,91,5.9,5
298,94,7.6,1
298,95,7.7,2
298,96,7.9,2
298,97,5.6,5
298,98,7.0,1
298,99,6.1,1
298,100,5.7,4
298,101,5.7,3
298,103,7.3,4
298,104,5.4,1
298,105,6.2,3
298,106,5.2,3
298,107,7.4,5
298,109,6.2,1
298,111,5.1,2
298,113,7.8,2
298,114,6.0,5
298,115,6.8,4
298,118,6.7,3
298,119,6.3,5
298,122,5.7,5
298,123,7.7,2
298,124,7.9,2
298,125,7.3,1
298,131,6.9,3
298,133,6.5,1
298,136,6.0,3
298,138,7.6,1
298,140,6.0,3
298,142,7.1,4
298,148,6.7,3
298,151,6.3,2
298,158,5.9,2
298,161,5.2,3
298,162,5.9,3
298,166,7.1,5
299,1,6.0,1
299,3,4.0,4
299,4,4.8,4
299,5,4.1,1
299,6,4.4,2
299,7,4.5,4
299,8,5.3,3
299,9,4.8,3
299,10,4.8,3
299,26,5.4,1
299,27,7.0,1
299,28,4.6,2
299,29,5.1,4
299,30,4.4,3
299,34,4.1,5
299,35,5.3,3
299,36,4.4,1
299,37,5.6,3
299,38,5.5,4
299,39,6.4,3
299,47,4.6,1
299,48,4.1,3
299,49,4.6,3
299,50,4.0,5
299,52,4.1,4
299,59,4.4,5
299,64,4.4,1
299,66,4.6,5
299,70,4.7,4
299,78,4.0,2
299,79,5.3,2
299,80,4.7,2
299,87,4.9,2
299,88,7.5,1
299,89,4.9,2
299,90,4.7,1
299,91,5.0,5
299,92,4.8,4
299,93,4.9,2
299,94,4.3,4
299,98,6.4,2
299,106,4.4,1
299,108,5.2,2
299,109,4.9,4
299,118,4.7,5
299,119,5.4,5
299,124,6.5,5
299,127,4.2,2
299,128,4.2,3
299,130,4.3,3
299,131,4.3,3
299,135,4.5,5
299,136,4.7,3
299,148,4.7,2
300,1,6.9,4
300,5,6.0,1
300,7,6.4,1
300,9,6.5,2
300,13,6.4,1
300,26,7.3,3
300,27,8.3,5
300,30,5.6,3
300,31,5.5,4
300,32,8.5,4
300,33,6.1,1
300,35,6.4,5
300,36,6.6,3
300,37,8.4,4
300,38,8.7,5
300,47,6.2,5
300,74,7.0,3
300,79,5.8,5
300,80,5.7,3
300,88,8.0,1
300,89,6.7,5
300,92,5.4,1
300,93,5.8,1
300,94,6.1,2
300,96,7.6,5
300,98,7.3,4
300,109,6.3,5
300,119,5.9,3
300,124,8.0,4
300,125,6.7,5
300,131,5.7,3
300,136,5.4,1
300,148,5.9,3
301,7,5.9,1
301,8,6.9,3
301,10,6.5,3
301,15,6.3,1
301,18,6.0,5
301,19,5.5,3
301,26,6.5,5
301,28,6.5,2
301,37,7.0,3
301,38,6.7,5
301,39,6.8,5
301,40,5.4,3
301,45,5.7,3
301,46,5.3,5
301,50,6.0,3
301,53,7.5,2
301,70,5.4,1
301,73,6.1,4
301,83,6.6,4
301,84,7.0,5
301,85,7.3,4
301,92,5.6,1
301,96,6.6,4
301,98,7.4,4
301,100,5.4,2
301,103,6.2,4
301,107,6.3,3
301,112,5.9,4
301,113,6.0,1
301,118,6.2,1
301,124,6.1,3
301,142,5.6,5
301,151,5.2,2
301,157,5.4,5
301,161,6.1,2
301,164,5.6,4
302,1,7.9,3
302,8,6.6,2
302,15,5.8,5
302,17,5.7,2
302,18,5.8,4
302,19,5.6,3
302,22,6.2,1
302,25,5.1,4
302,26,5.9,4
302,32,6.3,5
302,37,7.2,2
302,38,7.0,3
302,39,6.6,5
302,40,5.4,2
302,42,6.3,4
302,45,6.1,3
302,52,5.4,1
302,53,6.2,2
302,54,6.1,2
302,57,5.2,4
302,74,6.6,4
302,75,6.4,5
302,79,5.6,1
302,83,5.6,5
302,84,5.3,4
302,85,6.3,4
302,87,5.4,4
302,88,8.0,5
302,92,6.1,1
302,96,5.9,1
302,98,7.5,3
302,99,5.2,5
302,100,5.3,3
302,102,7.6,3
302,105,7.6,5
302,107,5.8,1
302,113,6.5,3
302,114,5.6,4
302,124,5.9,3
302,125,6.1,1
302,138,5.7,3
302,157,5.3,3
302,161,5.9,5
302,162,5.8,3
303,1,7.1,3
303,8,6.4,2
303,9,6.5,5
303,15,6.7,5
303,17,6.2,3
303,18,5.9,2
303,19,5.5,2
303,25,5.4,3
303,26,6.6,2
303,32,6.9,1
303,37,7.7,4
303,38,7.4,4
303,39,7.0,2
303,40,5.3,1
303,42,5.6,5
303,44,7.5,3
303,45,5.9,1
303,46,5.4,5
303,52,5.2,4
303,53,7.0,3
303,56,6.0,3
303,69,6.0,1
303,74,6.4,5
303,75,7.3,4
303,79,5.2,2
303,80,5.5,1
303,83,5.9,4
303,84,5.7,5
303,85,6.5,5
303,87,6.0,1
303,88,7.5,5
303,92,6.5,4
303,96,6.6,3
303,98,7.7,4
303,99,5.5,3
303,100,5.9,2
303,102,7.4,1
303,105,7.5,1
303,107,6.0,1
303,113,6.8,3
303,114,5.5,5
303,124,6.2,3
303,125,6.8,1
303,151,5.3,3
303,157,5.6,3
303,161,5.9,4
303,162,6.3,1
304,1,8.0,2
304,5,7.1,5
304,7,7.2,2
304,8,6.7,3
304,9,7.1,3
304,10,6.8,4
304,12,6.2,5
304,13,6.4,4
304,14,6.5,5
304,15,5.8,1
304,16,6.6,2
304,17,6.5,3
304,18,6.6,3
304,19,7.1,1
304,20,5.4,4
304,21,5.5,4
304,22,5.9,2
304,23,7.2,3
304,24,5.3,5
304,26,8.1,5
304,28,6.8,1
304,29,5.9,3
304,31,6.5,3
304,32,9.3,4
304,33,7.5,2
304,39,6.5,4
304,40,6.6,1
304,41,6.3,4
304,42,8.1,2
304,43,5.9,4
304,44,6.9,4
304,45,6.5,5
304,46,6.8,3
304,50,7.1,2
304,52,5.8,2
304,53,6.6,2
304,54,8.1,3
304,55,5.8,1
304,57,5.6,5
304,59,7.1,3
304,60,5.9,1
304,62,5.4,5
304,64,5.5,1
304,65,6.4,3
304,66,6.6,5
304,67,6.6,3
304,68,6.8,2
304,69,5.9,3
304,70,6.2,5
304,71,6.8,2
304,73,7.1,4
304,74,8.1,5
304,76,6.5,5
304,79,6.6,2
304,80,7.7,3
304,83,7.2,2
304,84,8.0,3
304,85,7.0,5
304,87,6.2,3
304,92,6.4,2
304,95,6.3,4
304,97,5.6,3
304,98,8.2,2
304,99,6.4,3
304,100,6.4,1
304,101,5.7,4
304,102,6.1,4
304,103,7.9,4
304,104,5.8,3
304,105,6.5,5
304,106,5.1,5
304,107,8.3,2
304,109,6.4,5
304,110,6.6,1
304,111,6.1,3
304,112,7.2,5
304,113,8.5,2
304,114,6.9,2
304,115,6.4,4
304,118,7.0,2
304,122,6.6,3
304,123,6.9,3
304,124,8.0,1
304,125,8.0,4
304,131,7.5,3
304,133,6.2,3
304,138,7.8,4
304,140,6.8,1
304,142,7.4,4
304,143,5.2,3
304,150,7.5,5
304,151,7.5,2
304,157,5.4,3
304,161,5.3,3
304,162,6.6,1
305,5,5.8,4
305,7,6.1,4
305,8,6.5,4
305,10,7.2,5
305,15,6.6,1
305,18,6.5,4
305,19,5.2,2
305,26,7.5,2
305,28,6.2,5
305,29,5.1,2
305,37,7.8,1
305,39,7.7,3
305,40,5.6,1
305,45,5.7,4
305,46,5.2,2
305,53,8.6,5
305,66,6.6,5
305,70,5.4,2
305,73,6.3,2
305,84,6.9,1
305,92,5.7,1
305,96,7.5,3
305,98,7.2,5
305,99,5.3,3
305,100,5.7,4
305,103,5.7,2
305,107,7.4,5
305,110,5.6,2
305,113,5.8,1
305,117,5.7,4
305,118,6.7,2
305,122,5.8,1
305,124,6.5,3
305,151,5.4,2
305,157,5.3,1
305,161,5.8,2
305,164,6.0,2
306,1,6.9,5
306,5,6.1,4
306,8,7.2,5
306,9,7.3,4
306,10,6.4,3
306,12,5.9,4
306,14,5.9,1
306,15,6.7,2
306,17,6.3,4
306,18,6.1,4
306,19,5.9,4
306,25,5.3,5
306,26,6.3,1
306,32,7.9,4
306,33,5.6,4
306,37,8.4,4
306,38,8.5,1
306,39,6.5,2
306,40,5.8,4
306,41,5.6,2
306,42,5.9,3
306,43,5.7,4
306,44,5.9,1
306,46,5.3,5
306,50,6.1,1
306,53,7.4,1
306,54,6.3,3
306,55,5.9,4
306,56,7.1,5
306,59,5.8,1
306,61,5.3,5
306,66,5.3,4
306,69,5.5,1
306,73,6.1,1
306,75,6.0,2
306,80,6.2,2
306,82,6.0,5
306,83,5.8,5
306,84,6.6,1
306,85,6.0,2
306,87,5.4,2
306,88,8.2,3
306,96,7.0,3
306,98,7.2,2
306,100,5.2,2
306,102,7.3,5
306,105,7.0,1
306,107,6.7,4
306,109,6.2,5
306,112,6.2,3
306,113,6.1,2
306,114,5.5,3
306,118,6.6,2
306,124,6.4,4
306,125,6.4,3
306,138,5.9,4
306,150,5.3,5
306,151,5.9,5
306,152,6.5,3
306,157,5.5,1
306,161,5.8,2
306,162,5.1,1
307,1,7.8,3
307,5,6.7,3
307,7,7.0,5
307,8,5.9,1
307,9,6.7,3
307,10,6.9,5
307,12,5.9,2
307,14,6.3,2
307,15,5.2,5
307,16,5.8,5
307,17,5.5,4
307,18,6.3,5
307,19,6.5,1
307,21,6.0,4
307,26,7.3,4
307,28,6.7,2
307,29,5.4,3
307,31,6.0,5
307,32,9.2,2
307,33,6.4,2
307,35,6.9,5
307,40,6.6,1
307,41,6.3,5
307,42,8.4,5
307,43,5.7,3
307,44,6.3,4
307,45,5.9,4
307,46,6.7,5
307,52,5.6,3
307,54,7.7,5
307,55,5.4,3
307,56,6.5,5
307,57,5.6,2
307,59,6.5,2
307,61,6.3,1
307,62,5.4,4
307,64,5.2,1
307,65,6.4,4
307,66,6.1,1
307,67,5.9,1
307,68,6.3,5
307,69,5.7,4
307,70,5.8,3
307,71,6.7,2
307,73,6.7,1
307,74,7.5,2
307,75,6.9,2
307,76,6.1,1
307,77,5.1,1
307,79,6.6,2
307,80,6.3,2
307,82,5.5,4
307,83,7.0,3
307,84,7.1,2
307,85,6.5,2
307,87,6.1,5
307,89,7.0,5
307,95,5.9,3
307,97,5.2,1
307,98,7.5,3
307,100,5.8,4
307,101,5.5,4
307,102,6.0,1
307,103,7.7,4
307,105,6.8,3
307,107,8.0,5
307,108,5.9,1
307,109,6.1,4
307,110,6.3,5
307,111,5.2,4
307,113,8.2,3
307,114,6.3,2
307,115,6.0,2
307,118,6.5,3
307,122,6.5,3
307,124,7.9,2
307,125,7.1,1
307,127,6.8,3
307,131,6.8,3
307,133,6.1,1
307,138,7.9,4
307,140,6.1,5
307,142,7.0,4
307,147,5.7,4
307,150,6.6,5
307,151,6.9,4
307,157,5.4,5
307,161,5.8,5
307,162,6.1,5
308,7,6.5,3
308,8,6.6,1
308,9,7.9,2
308,10,7.0,4
308,15,7.5,5
308,17,6.6,3
308,18,5.7,4
308,19,5.6,5
308,32,6.3,4
308,33,5.5,4
308,37,7.4,3
308,38,7.8,3
308,39,6.5,5
308,40,5.1,4
308,50,5.9,5
308,53,7.5,1
308,55,5.3,3
308,56,6.8,4
308,59,5.7,4
308,66,5.7,5
308,80,5.2,1
308,83,6.2,3
308,85,6.7,1
308,88,6.1,4
308,92,5.3,3
308,96,7.0,5
308,98,6.7,5
308,100,5.5,3
308,105,7.1,3
308,107,7.0,2
308,112,5.8,5
308,117,5.4,5
308,118,6.9,4
308,124,5.1,5
308,125,5.5,1
308,142,6.6,1
308,150,5.8,3
308,161,5.3,1
309,1,5.4,5
309,7,6.3,5
309,8,6.5,5
309,9,7.3,4
309,10,6.5,1
309,13,5.9,1
309,15,6.8,2
309,17,6.0,2
309,18,5.9,2
309,37,6.9,3
309,38,7.0,5
309,39,6.9,1
309,42,5.1,4
309,53,7.5,3
309,55,5.2,5
309,56,7.0,3
309,59,5.5,5
309,66,5.7,4
309,73,5.4,3
309,83,5.8,2
309,84,6.1,5
309,87,5.0,3
309,88,6.1,4
309,92,5.5,3
309,96,6.2,3
309,98,6.9,1
309,102,5.8,5
309,105,6.1,2
309,107,6.3,4
309,112,5.6,2
309,118,6.1,2
309,124,5.7,3
309,142,6.0,4
309,144,5.1,2
309,150,5.6,4
309,161,5.5,4
310,1,6.2,3
310,17,5.2,5
310,26,6.2,1
310,32,6.9,3
310,38,6.1,1
310,39,6.0,1
310,42,7.0,2
310,53,6.5,1
310,54,6.8,5
310,75,5.8,1
310,83,5.1,2
310,84,5.1,1
310,85,5.5,4
310,88,7.5,3
310,96,5.7,2
310,98,6.4,5
310,105,6.2,2
310,107,5.6,2
310,113,5.5,1
310,118,5.3,5
310,124,5.0,4
310,125,6.3,4
310,138,6.5,5
310,161,5.1,2
311,1,5.5,1
311,7,6.2,2
311,8,6.5,1
311,9,8.0,4
311,10,6.8,4
311,13,5.9,2
311,15,6.7,2
311,17,6.1,3
311,18,5.8,1
311,19,5.4,2
311,32,6.2,2
311,33,5.7,3
311,37,6.5,2
311,38,6.7,1
311,39,6.7,1
311,42,5.3,5
311,43,5.8,4
311,50,6.0,2
311,53,7.4,5
311,54,5.2,1
311,55,5.3,5
311,59,6.2,3
311,66,5.6,2
311,73,6.0,5
311,75,5.6,2
311,83,5.7,4
311,84,6.3,4
311,85,6.6,4
311,87,5.3,3
311,88,6.3,2
311,96,6.7,5
311,98,5.8,1
311,100,5.2,4
311,101,5.4,5
311,102,6.2,5
311,105,6.3,3
311,107,6.2,4
311,112,5.6,4
311,118,6.3,4
311,124,5.8,2
311,142,6.0,3
311,150,5.7,5
311,161,5.1,5
312,1,7.2,3
312,5,6.8,1
312,7,6.1,1
312,8,5.2,3
312,9,5.8,5
312,10,6.3,4
312,13,5.9,2
312,18,5.5,3
312,19,5.6,5
312,26,6.9,4
312,28,6.2,2
312,31,5.4,4
312,32,7.2,2
312,33,5.5,1
312,35,7.4,1
312,38,8.6,5
312,39,5.1,5
312,40,5.1,3
312,42,7.7,5
312,43,5.7,5
312,45,5.6,3
312,46,7.1,4
312,53,5.2,2
312,59,5.3,4
312,68,5.9,2
312,73,5.9,2
312,74,6.8,3
312,75,5.7,1
312,79,5.7,3
312,83,6.0,1
312,84,7.9,2
312,85,5.3,3
312,87,5.6,3
312,88,8.0,5
312,89,7.9,5
312,92,6.2,5
312,96,8.5,3
312,98,7.7,4
312,100,5.5,1
312,103,5.8,5
312,107,8.4,1
312,108,6.8,1
312,112,5.9,2
312,113,6.5,3
312,114,6.5,3
312,118,5.6,5
312,122,5.5,3
312,124,8.2,4
312,150,5.3,4
312,151,7.1,4
312,153,5.6,2
312,164,5.9,1
313,1,6.5,2
313,17,5.5,4
313,23,5.5,4
313,29,5.5,5
313,37,6.3,4
313,38,6.2,4
313,39,6.4,4
313,43,5.2,1
313,52,5.3,3
313,53,6.1,5
313,55,6.1,3
313,57,5.1,3
313,58,6.0,4
313,61,5.5,3
313,75,5.8,1
313,80,6.3,1
313,83,5.6,4
313,85,6.3,5
313,87,5.3,4
313,88,7.1,2
313,92,5.5,3
313,96,5.2,4
313,98,6.7,3
313,100,5.4,3
313,101,6.1,3
313,113,5.3,5
313,117,5.1,2
313,121,5.8,4
313,125,6.6,2
313,162,5.3,3
314,1,6.7,2
314,8,8.2,4
314,9,8.6,4
314,17,6.8,2
314,26,7.3,4
314,31,7.1,3
314,32,9.4,5
314,33,6.6,4
314,35,6.9,5
314,38,7.7,1
314,41,6.6,2
314,50,6.7,4
314,53,7.5,5
314,59,6.4,4
314,61,6.8,2
314,74,6.2,1
314,79,6.5,3
314,80,6.6,2
314,87,6.6,3
314,89,6.7,1
314,92,6.6,3
314,96,6.8,3
314,98,7.7,3
314,99,6.3,4
314,108,7.9,3
314,110,6.7,1
314,123,5.9,3
314,124,6.8,1
314,125,7.1,1
315,1,7.5,1
315,9,6.2,3
315,13,6.1,2
315,26,7.8,4
315,31,5.6,5
315,32,9.4,1
315,37,7.9,5
315,38,7.4,1
315,41,5.8,5
315,74,7.0,2
315,88,8.6,2
315,89,6.4,2
315,96,6.6,2
315,98,6.8,4
315,108,7.5,2
315,110,5.9,3
315,124,6.8,2
315,125,7.5,5
316,1,7.5,5
316,8,5.5,2
316,9,7.0,2
316,13,6.5,4
316,26,7.9,4
316,28,6.1,5
316,31,6.1,2
316,32,9.1,2
316,33,5.9,2
316,35,5.8,2
316,37,8.2,5
316,41,5.7,5
316,53,5.8,2
316,59,5.8,1
316,61,5.7,5
316,74,7.5,5
316,79,5.9,2
316,80,6.0,1
316,89,6.9,2
316,96,7.4,4
316,97,5.2,2
316,98,7.5,4
316,110,6.7,4
316,124,7.2,1
316,125,7.4,5
317,1,5.2,3
317,39,5.2,1
317,53,5.6,1
317,55,5.1,4
317,75,5.3,2
317,85,5.3,1
317,88,6.2,4
317,125,6.3,1
317,138,7.7,5
318,8,6.5,3
318,10,6.3,5
318,15,5.9,2
318,23,5.2,3
318,26,6.6,3
318,28,6.5,5
318,29,5.6,5
318,37,6.1,3
318,38,6.0,3
318,39,6.7,1
318,53,7.4,5
318,70,5.6,2
318,73,5.4,4
318,83,5.8,4
318,84,5.9,5
318,85,7.3,5
318,96,6.1,1
318,98,7.1,2
318,107,5.6,2
318,110,5.7,1
318,118,5.7,4
318,124,5.6,2
319,7,5.6,5
319,8,5.8,3
319,10,5.9,1
319,15,5.2,5
319,18,5.4,2
319,26,6.4,5
319,28,6.1,4
319,32,7.2,5
319,37,6.5,2
319,39,7.2,1
319,45,5.3,5
319,53,7.4,3
319,66,5.4,3
319,73,5.6,2
319,84,6.5,5
319,92,5.0,3
319,96,6.2,1
319,98,6.9,3
319,103,5.3,5
319,107,6.2,4
319,118,6.4,2
319,124,5.6,2
319,164,5.4,4
320,1,6.6,1
320,7,6.1,3
320,15,5.5,5
320,17,5.2,3
320,23,5.2,2
320,24,5.2,4
320,26,7.3,5
320,32,8.3,1
320,37,7.7,3
320,38,7.4,5
320,39,5.8,4
320,42,5.7,5
320,45,6.2,1
320,46,5.6,1
320,53,6.0,1
320,54,5.8,5
320,55,5.4,5
320,66,6.1,2
320,69,6.5,3
320,70,5.4,5
320,74,6.8,1
320,79,5.2,2
320,80,6.2,3
320,83,5.7,3
320,84,6.1,3
320,85,5.7,5
320,87,5.8,4
320,88,7.2,2
320,92,6.1,5
320,96,6.4,2
320,98,7.8,5
320,100,5.9,3
320,107,5.5,4
320,113,7.6,5
320,114,5.8,4
320,118,5.8,5
320,122,5.4,5
320,124,5.5,2
320,125,6.4,5
320,138,5.4,3
320,143,5.9,5
320,150,5.3,1
320,151,5.6,5
320,162,6.5,5
320,166,6.0,5
321,1,6.9,3
321,8,5.3,4
321,17,5.2,3
321,26,6.0,1
321,32,6.4,5
321,37,7.0,1
321,38,7.2,3
321,39,6.0,5
321,42,6.0,2
321,45,6.0,5
321,53,6.5,1
321,54,5.8,2
321,66,5.2,4
321,69,6.4,5
321,74,5.7,4
321,75,6.1,4
321,83,5.9,1
321,85,5.7,2
321,87,6.1,2
321,88,7.9,1
321,92,5.3,3
321,96,5.9,3
321,98,7.5,4
321,100,5.6,4
321,107,5.8,2
321,113,6.2,2
321,124,5.8,5
321,125,6.0,3
321,162,5.3,1
322,1,6.2,5
322,5,5.8,3
322,8,5.7,1
322,26,6.0,3
322,32,6.6,2
322,33,5.4,4
322,38,8.2,2
322,39,5.3,5
322,42,7.5,4
322,43,5.3,3
322,45,5.3,1
322,46,5.7,4
322,53,5.8,2
322,74,5.9,4
322,75,5.3,4
322,83,5.7,2
322,84,6.8,3
322,87,5.2,5
322,88,7.1,3
322,92,5.9,4
322,96,7.6,1
322,98,6.8,5
322,107,7.0,1
322,108,5.5,3
322,113,5.5,1
322,114,5.5,2
322,118,5.2,2
322,124,7.0,2
322,151,5.8,1
322,153,6.4,1
323,7,5.0,3
323,8,7.0,1
323,10,6.1,3
323,15,6.1,2
323,19,5.3,3
323,37,5.1,2
323,38,6.3,2
323,39,6.9,1
323,53,7.4,5
323,83,5.5,2
323,84,6.2,4
323,85,7.8,1
323,96,5.3,1
323,98,6.9,2
323,107,5.1,2
323,110,5.9,5
324,8,5.6,2
324,10,5.6,4
324,26,6.1,3
324,37,5.7,3
324,39,6.2,2
324,53,6.7,4
324,66,5.2,4
324,73,5.3,2
324,96,6.0,2
324,98,6.2,4
324,103,5.9,1
324,107,5.3,5
324,117,6.1,2
324,124,5.5,2
325,8,8.4,5
325,32,8.6,5
325,38,7.9,1
325,55,6.8,4
325,74,5.6,1
325,80,6.8,3
325,88,8.1,5
325,92,6.6,4
325,96,8.4,5
326,1,7.4,1
326,9,8.8,1
326,13,6.9,5
326,17,5.4,5
326,26,6.9,1
326,31,6.6,4
326,32,8.5,2
326,33,5.7,5
326,35,6.7,5
326,50,5.4,2
326,53,5.4,5
326,59,5.6,4
326,74,7.2,3
326,79,6.6,1
326,80,5.3,5
326,88,8.9,1
326,89,7.6,5
326,92,5.4,2
326,96,7.9,1
326,98,7.5,5
326,108,5.6,5
326,110,6.5,4
326,124,8.3,1
326,125,7.8,3
327,1,7.1,2
327,9,6.5,2
327,13,6.8,3
327,26,6.8,1
327,31,6.1,5
327,32,8.9,5
327,33,5.8,2
327,35,7.1,2
327,38,8.4,1
327,53,5.5,5
327,61,5.8,4
327,74,7.3,4
327,79,5.9,5
327,88,8.4,1
327,89,7.0,4
327,96,7.5,4
327,98,7.5,4
327,108,5.6,5
327,110,6.3,4
327,124,7.9,1
327,125,6.9,5
328,1,7.6,4
328,8,5.7,1
328,9,7.9,5
328,13,7.3,5
328,17,6.1,3
328,26,7.3,5
328,31,6.8,5
328,32,9.1,5
328,33,6.2,4
328,35,6.9,4
328,50,6.0,4
328,53,5.6,4
328,59,5.7,1
328,74,7.6,2
328,79,6.8,2
328,80,5.9,2
328,87,5.8,2
328,89,7.6,4
328,92,6.2,1
328,96,7.9,3
328,98,7.9,5
328,99,5.5,4
328,108,5.7,1
328,110,7.1,2
328,124,8.2,5
328,125,7.9,5
329,8,6.0,5
329,32,8.0,2
329,38,7.8,3
329,53,7.2,3
329,74,7.0,1
329,80,5.8,1
329,88,8.4,2
329,92,6.3,2
329,96,6.4,1
330,8,5.4,5
330,32,8.1,1
330,38,7.7,1
330,53,7.2,2
330,55,6.7,3
330,74,7.5,2
330,80,7.4,4
330,88,8.4,2
330,92,6.6,4
330,96,7.0,4
330,97,6.2,1
331,8,7.5,1
331,32,9.2,5
331,38,8.0,1
331,55,7.4,2
331,74,6.0,2
331,80,6.1,3
331,88,8.3,2
331,92,5.5,3
331,96,7.2,1
332,32,8.4,3
332,38,8.3,4
332,74,7.7,1
332,80,7.1,3
332,88,8.4,5
332,92,6.3,1
332,96,6.6,4
333,1,7.0,3
333,9,6.5,1
333,13,6.4,5
333,26,6.6,2
333,31,6.1,1
333,32,9.1,2
333,33,5.6,1
333,35,6.2,3
333,38,8.4,4
333,74,6.9,3
333,79,5.5,2
333,88,8.1,5
333,89,6.8,4
333,96,7.1,2
333,98,7.4,1
333,110,6.0,5
333,124,7.6,3
333,125,6.8,5
334,32,7.3,1
334,53,6.9,2
334,74,7.8,1
334,80,7.0,1
334,92,6.4,5
334,96,8.3,4
334,97,5.4,4
335,1,6.6,5
335,9,8.2,4
335,13,7.3,1
335,26,6.6,2
335,31,5.8,2
335,32,8.9,2
335,33,5.7,3
335,35,6.6,5
335,74,7.1,1
335,79,5.6,2
335,89,7.0,3
335,96,7.7,5
335,98,7.0,3
335,110,6.5,2
335,124,7.7,1
335,125,7.1,5
336,10,5.4,5
336,26,7.0,3
336,37,5.6,4
336,39,6.3,5
336,53,7.1,2
336,73,5.4,4
336,92,5.1,5
336,96,6.2,4
336,98,6.6,1
336,100,5.1,2
336,103,5.0,3
336,117,5.2,2
336,118,5.6,1
336,124,6.4,1
337,1,7.1,1
337,8,6.4,5
337,9,7.9,4
337,13,7.4,4
337,17,5.9,2
337,26,7.4,1
337,31,7.0,1
337,32,9.5,4
337,33,6.9,1
337,35,6.7,3
337,50,6.3,1
337,53,6.3,3
337,59,7.4,3
337,61,7.1,3
337,74,7.9,4
337,79,5.8,4
337,80,6.8,2
337,89,7.0,3
337,96,7.3,1
337,97,6.1,2
337,98,7.5,2
337,99,6.0,1
337,110,7.8,5
337,124,7.5,4
337,125,8.1,3
338,1,5.7,2
338,8,6.0,1
338,9,7.3,1
338,17,6.2,2
338,37,5.4,5
338,38,5.2,4
338,39,6.2,5
338,43,5.3,2
338,53,6.9,2
338,55,5.7,1
338,84,5.7,2
338,85,6.7,1
338,88,6.6,2
338,96,5.2,2
338,98,5.8,4
338,118,5.4,3
338,125,5.9,2
339,1,5.3,2
339,8,5.3,1
339,37,5.3,5
339,39,5.8,3
339,42,6.1,3
339,53,6.7,1
339,84,5.8,1
339,85,8.4,4
339,88,6.6,2
339,98,6.5,3
340,1,5.4,5
340,37,6.1,2
340,38,7.5,1
340,42,6.6,3
340,53,5.6,3
340,54,6.2,2
340,75,5.5,3
340,83,5.1,1
340,84,5.1,5
340,88,6.6,3
340,105,5.9,4
340,138,6.5,3
341,1,5.2,2
341,53,5.5,1
341,85,6.0,1
341,88,6.4,5
341,125,6.5,2
342,53,5.7,5
342,88,6.1,2
342,98,5.2,1
342,125,6.3,2
343,5,5.8,5
343,45,6.9,1
343,72,7.4,2
343,80,6.4,3
343,100,5.1,5
343,101,5.9,2
343,132,6.6,2
344,118,5.5,3
344,125,6.0,1
345,1,5.3,2
345,8,7.6,2
345,9,8.9,2
345,15,5.3,5
345,17,6.6,2
345,18,6.3,3
345,19,5.2,5
345,31,5.6,4
345,37,6.5,3
345,38,6.8,3
345,39,7.3,4
345,40,5.3,3
345,43,5.3,1
345,53,8.6,1
345,56,6.9,1
345,61,5.1,1
345,66,5.8,2
345,80,5.7,3
345,83,5.8,4
345,84,6.6,4
345,85,5.2,5
345,88,6.4,4
345,96,5.5,3
345,98,5.6,4
345,102,7.5,2
345,105,7.8,4
345,107,5.3,1
345,124,5.2,2
345,140,5.7,5
345,150,5.3,4
345,151,5.3,5
345,157,5.4,5
345,161,5.7,2
346,8,6.7,2
346,9,6.9,2
346,15,5.1,1
346,17,6.3,1
346,18,5.7,3
346,37,6.1,3
346,38,6.0,3
346,39,6.6,1
346,53,7.6,2
346,56,6.8,3
346,80,5.4,4
346,83,5.4,3
346,84,6.0,1
346,85,6.0,4
346,88,7.1,4
346,102,6.8,3
346,105,6.9,5
346,114,5.7,5
346,140,5.8,2
346,157,5.2,2
346,161,5.5,3
347,7,6.3,3
347,14,5.5,1
347,15,6.6,1
347,17,7.3,1
347,18,7.8,1
347,19,6.0,2
347,20,5.2,1
347,27,5.8,4
347,33,5.6,2
347,35,6.8,1
347,37,6.4,1
347,38,6.7,5
347,39,8.4,3
347,40,6.4,5
347,41,5.6,2
347,42,5.6,3
347,43,6.4,1
347,45,6.0,5
347,46,5.5,1
347,53,8.5,4
347,55,5.4,5
347,56,8.1,3
347,57,5.1,3
347,61,5.8,5
347,66,6.1,3
347,73,5.3,2
347,75,6.1,1
347,79,5.3,1
347,83,6.5,2
347,84,6.9,2
347,85,7.1,3
347,88,6.9,3
347,93,7.2,3
347,96,6.7,5
347,98,6.2,4
347,100,5.9,3
347,101,5.6,1
347,102,8.5,2
347,103,6.2,5
347,105,8.9,4
347,107,6.4,4
347,112,5.2,5
347,114,5.7,2
347,122,6.1,3
347,124,5.9,3
347,140,6.6,5
347,150,5.9,2
347,151,6.1,5
347,157,6.6,5
347,161,7.0,1
348,1,5.8,4
348,7,6.8,4
348,14,5.2,4
348,15,6.4,5
348,17,7.3,3
348,18,7.8,2
348,19,5.7,5
348,37,6.6,3
348,38,7.2,3
348,39,8.2,1
348,40,6.5,2
348,41,5.5,3
348,43,6.0,3
348,45,5.4,5
348,55,5.4,4
